Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,data_source,simulated_weekly_score,simulated_weight_diff
25.0,Female,48.8,1.84,186,168.0,65.0,1.68,972.0,Strength,25.0,1.7,3.0,2.0,16.6,synthetic,77.59660038911078,0.8418442914313731
18.0,Male,54.9,1.74,187,131.0,74.0,0.93,597.0,HIIT,,3.2,3.0,3.0,18.89,synthetic,78.92415967178766,-0.6355478021268406
38.0,Male,53.6,1.7,188,126.0,73.0,0.97,1083.0,Yoga,30.4,3.4,4.0,2.0,12.32,synthetic,49.910363742925014,0.30519068345287875
47.0,Male,77.9,1.76,164,139.0,59.0,1.29,1233.0,Cardio,34.0,2.8,2.0,1.0,15.38,synthetic,19.744256878080055,-1.831248056469974
35.0,Male,68.5,1.73,175,142.0,58.0,1.2,840.0,Cardio,19.3,2.1,2.0,3.0,12.32,synthetic,52.30924095110882,0.2275609928908892
59.0,,,1.56,164,124.0,56.0,0.85,917.0,Cardio,29.4,3.7,2.0,,18.27,synthetic,100.0,-0.943158731781985
28.0,,77.2,1.86,180,133.0,,1.55,1710.0,Strength,26.5,1.6,4.0,3.0,17.34,synthetic,75.90717561886896,-0.05412350663362392
32.0,Female,113.1,1.73,165,135.0,58.0,1.5,1081.0,Yoga,26.2,3.3,4.0,1.0,12.32,synthetic,24.759116020654076,-0.4982019345917674
27.0,Female,53.7,1.75,167,137.0,74.0,2.0,788.0,Yoga,13.3,2.6,3.0,,16.24,synthetic,100.0,0.7563312078270674
25.0,Male,61.3,1.77,173,167.0,50.0,1.88,1760.0,Strength,35.0,3.1,4.0,2.0,17.69,synthetic,46.775800676177994,-0.9995485186719346
38.0,Male,41.1,1.67,184,133.0,74.0,0.63,804.0,HIIT,25.6,2.8,5.0,3.0,14.26,synthetic,96.21030667324472,0.20208503804946493
36.0,Male,78.2,1.63,191,169.0,74.0,2.0,1381.0,Cardio,23.1,2.7,3.0,2.0,21.82,synthetic,50.002070649181974,-0.5236059706372268
35.0,Male,94.6,1.69,167,158.0,57.0,0.75,1534.0,Yoga,33.1,2.0,4.0,2.0,22.21,synthetic,54.90699678861385,-0.426644382407731
28.0,Female,68.8,1.73,198,169.0,66.0,1.46,1279.0,Yoga,31.4,1.6,3.0,1.0,12.38,synthetic,21.72105283487082,-0.4470831145273677
27.0,Female,43.4,1.71,184,165.0,71.0,1.24,945.0,Strength,10.0,3.6,2.0,2.0,25.15,synthetic,46.3269068385898,-0.9765384835952904
37.0,Female,40.0,1.81,164,139.0,62.0,1.35,658.0,,15.4,,4.0,1.0,,synthetic,38.25098264667635,-0.3112791727253372
40.0,Female,40.0,1.74,173,164.0,72.0,1.33,1194.0,HIIT,22.7,1.5,4.0,1.0,12.32,synthetic,21.328697842890996,-0.3501185776974572
24.0,Male,70.3,1.87,191,127.0,62.0,1.75,1285.0,Yoga,23.9,1.5,2.0,3.0,14.32,synthetic,63.41883510924743,-0.10700780127461654
18.0,Male,64.7,1.67,167,152.0,74.0,1.38,1506.0,HIIT,26.0,1.7,4.0,3.0,19.63,synthetic,76.96273971223336,-0.23239588344570994
59.0,Male,61.0,1.62,191,162.0,74.0,1.69,499.0,HIIT,14.6,1.8,3.0,3.0,21.37,synthetic,61.54129076526785,0.3383956396897891
37.0,Female,44.2,1.61,168,164.0,73.0,1.13,1011.0,Yoga,28.8,2.5,4.0,3.0,14.92,synthetic,71.80742140278502,0.43880689283789504
18.0,Male,77.8,1.76,183,157.0,74.0,1.27,1086.0,HIIT,24.6,3.3,3.0,1.0,16.37,synthetic,20.237791264553408,-1.1404986574622409
53.0,Male,53.5,1.71,195,169.0,54.0,1.04,900.0,Yoga,25.1,2.7,3.0,2.0,33.56,synthetic,45.90389180712727,0.39501800047261687
44.0,Male,63.7,1.62,176,166.0,54.0,1.16,1142.0,Cardio,23.0,3.2,5.0,2.0,12.32,synthetic,62.62561329001925,-1.2490691416878836
28.0,Female,64.1,1.82,170,120.0,57.0,1.53,686.0,Yoga,16.3,2.7,2.0,,13.85,synthetic,100.0,0.17028471051018806
,Female,54.5,1.67,196,148.0,73.0,1.21,819.0,Strength,29.4,3.1,3.0,1.0,15.16,synthetic,33.50897962167972,0.195791027762295
30.0,Female,40.0,1.93,180,143.0,74.0,1.94,916.0,Yoga,17.2,2.3,2.0,1.0,12.32,synthetic,18.626282116006035,-1.8290535133300034
25.0,Female,68.8,1.73,182,133.0,74.0,1.65,851.0,\nStrength,28.8,1.8,3.0,3.0,12.32,synthetic,78.9046484992889,-0.22561660277647227
18.0,,50.6,1.74,162,153.0,74.0,1.25,634.0,Strength,29.3,1.5,4.0,,17.25,synthetic,100.0,-0.6747968906882527
53.0,Female,68.9,1.6,191,155.0,70.0,0.89,874.0,Yoga,10.2,1.6,3.0,2.0,27.19,synthetic,49.36862349399628,-0.9070122063482999
25.0,Male,100.4,1.76,173,169.0,58.0,0.85,1465.0,Cardio,30.4,1.8,3.0,1.0,17.45,synthetic,19.17241342388418,0.7806818645592044
58.0,Female,105.7,1.65,171,136.0,71.0,1.22,841.0,Cardio,32.0,3.4,,3.0,13.66,synthetic,100.0,-0.8229433125099352
18.0,Female,61.9,1.58,184,141.0,,1.63,900.0,Yoga,25.2,3.7,2.0,1.0,18.23,synthetic,18.657208378136957,-0.9451015432944398
50.0,Female,60.4,1.72,184,124.0,74.0,2.0,494.0,\tYoga,27.9,3.0,4.0,2.0,20.81,synthetic,69.2274813609994,-0.23944404799592522
23.0,Male,56.2,1.58,184,141.0,71.0,2.0,640.0,Cardio,25.2,1.5,4.0,1.0,,synthetic,39.26215402241593,0.24847179703873318
18.0,Female,42.6,1.56,180,169.0,62.0,1.27,1497.0,Strength,27.1,3.6,4.0,1.0,12.46,synthetic,39.653974845911705,-0.41331886880810154
59.0,Female,97.4,1.57,199,153.0,70.0,0.73,877.0,Yoga,18.1,3.3,4.0,1.0,27.67,synthetic,38.35630721806218,0.6330964365354017
32.0,Male,58.7,,161,130.0,69.0,1.07,733.0,Strength,28.6,1.9,3.0,3.0,12.87,synthetic,75.88657590961438,0.12478052957127245
21.0,Male,46.4,2.0,198,135.0,74.0,1.0,497.0,Cardio,29.7,1.8,2.0,1.0,23.07,synthetic,21.973157074055955,-2.0425690557851444
32.0,Male,57.4,1.66,189,136.0,62.0,1.55,1068.0,HIIT,24.6,3.4,2.0,2.0,,synthetic,38.8234810456565,-0.7235735708056066
38.0,Male,87.9,1.75,183,130.0,74.0,1.54,1273.0,HIIT,24.2,1.6,3.0,1.0,12.32,synthetic,21.8392714397295,-0.7494736794813592
40.0,Male,87.8,1.64,161,145.0,59.0,1.63,849.0,Cardio,22.5,2.6,4.0,2.0,17.55,synthetic,61.15771149771142,0.08348876274353789
52.0,Female,62.4,1.91,191,161.0,63.0,2.0,1783.0,Yoga,27.3,3.2,2.0,1.0,15.2,synthetic,32.038844371688164,-2.3998536450992893
20.0,Female,65.7,1.81,189,165.0,55.0,1.66,733.0,Strength,35.0,3.5,4.0,2.0,25.06,synthetic,53.51553724319001,1.7392077669741777
23.0,Female,51.4,2.0,182,158.0,65.0,1.07,738.0,Strength,31.7,2.6,4.0,2.0,15.31,synthetic,50.498107351485885,0.12482087591536806
34.0,Female,75.2,2.0,196,141.0,73.0,1.13,753.0,HIIT,33.8,3.6,4.0,2.0,16.39,synthetic,55.005279588565976,-0.1808985568658471
34.0,Male,77.7,1.81,187,149.0,54.0,1.08,842.0,Strength,33.0,3.0,2.0,3.0,12.32,synthetic,76.01206748929116,0.645254173135317
23.0,Female,40.0,1.89,162,126.0,60.0,0.74,1237.0,Cardio,24.7,2.9,3.0,1.0,17.09,synthetic,10.561451838664581,1.5749232422500998
43.0,Female,80.5,1.68,190,135.0,58.0,1.1,1099.0,Yoga,21.7,2.1,5.0,1.0,25.52,synthetic,11.258190468627618,0.3965973156707226
18.0,Male,40.0,1.78,167,133.0,62.0,0.86,963.0,Yoga,16.9,3.7,4.0,3.0,21.42,synthetic,74.49463150508416,0.45905047717729613
28.0,Female,109.4,1.58,170,165.0,74.0,1.94,619.0,HIIT,21.9,2.2,5.0,1.0,21.16,synthetic,22.792875740858413,-0.19544798042849412
57.0,Female,40.0,1.58,165,140.0,55.0,1.33,1783.0,Strength,24.7,2.6,4.0,1.0,14.94,synthetic,24.91859802352689,-0.41322060269355865
18.0,Male,40.0,1.8,168,,58.0,0.5,729.0,,32.5,3.7,3.0,3.0,12.32,synthetic,73.52219681182528,-0.680636355203921
44.0,Female,79.5,1.73,184,155.0,56.0,1.57,1058.0,Yoga,17.8,2.6,4.0,2.0,25.45,synthetic,49.79251590976987,-0.9608895933716337
21.0,Female,68.5,1.61,191,169.0,74.0,1.18,1278.0,Yoga,19.9,3.1,3.0,2.0,18.59,synthetic,64.52467534470745,-0.8496112797595978
39.0,,65.6,1.75,164,158.0,66.0,1.09,1593.0,Cardio,23.7,3.1,4.0,2.0,23.89,synthetic,58.2674476460232,-1.3804447714743866
44.0,Female,87.5,1.88,173,132.0,66.0,1.21,1643.0,Strength,26.9,3.1,2.0,2.0,21.72,synthetic,48.004743596108284,-0.36069716054801865
56.0,Male,54.5,1.76,196,148.0,74.0,1.4,659.0,HIIT,32.1,2.8,4.0,2.0,27.02,synthetic,58.19207144043402,-1.6477340617811096
33.0,Female,55.4,1.6,185,144.0,67.0,2.0,1015.0,HIIT,30.6,2.7,4.0,3.0,20.82,synthetic,68.61166882219231,-0.14726678068503143
32.0,Male,85.7,1.53,185,133.0,52.0,1.02,1108.0,Cardio,24.0,3.4,3.0,3.0,14.19,synthetic,85.39111787420269,-0.32906448643387337
34.0,Female,58.2,1.7,189,134.0,55.0,0.73,785.0,HIIT,24.0,1.6,4.0,2.0,12.46,synthetic,54.2423571346454,-0.18245176129064977
30.0,Male,72.5,1.91,189,142.0,58.0,1.44,976.0,Cardio,28.2,3.6,2.0,2.0,26.6,synthetic,49.30480617241212,-0.717705256015994
26.0,,77.2,1.64,168,162.0,64.0,1.25,438.0,Strength,22.7,2.4,4.0,2.0,30.85,synthetic,35.50642766959844,2.161488296144403
20.0,Male,90.3,1.68,169,135.0,59.0,1.1,758.0,Cardio,10.5,1.7,4.0,1.0,31.04,synthetic,5.402412339839358,0.7880927201442502
42.0,Female,95.2,1.76,178,158.0,56.0,1.21,770.0,Cardio,25.3,2.0,2.0,3.0,16.06,synthetic,78.17889658025028,-1.2956340000677782
26.0,Male,75.0,1.91,181,168.0,74.0,1.1,943.0,HIIT,24.8,2.0,3.0,2.0,21.87,synthetic,53.76409526097517,-0.11370553005848139
26.0,Male,61.5,1.51,185,155.0,74.0,1.35,1079.0,Cardio,31.4,3.4,4.0,2.0,21.29,synthetic,45.9794844564249,-0.7864049143498588
28.0,Female,101.9,1.5,196,164.0,56.0,1.87,1211.0,\tCardio,23.8,3.2,2.0,2.0,15.07,synthetic,36.303369187253054,-1.1115837813659313
54.0,Female,41.4,1.6,163,169.0,71.0,1.62,1385.0,Yoga,10.0,1.6,5.0,3.0,20.92,synthetic,96.2543478441477,-1.372057656899148
18.0,Male,71.3,1.78,167,129.0,72.0,0.86,1238.0,Strength,20.6,1.5,4.0,3.0,34.18,synthetic,54.335881071326725,0.04577335260740317
42.0,Male,46.2,1.72,167,130.0,69.0,1.19,945.0,HIIT,24.6,2.9,2.0,3.0,19.47,synthetic,86.42672953255963,-0.8451041880556591
24.0,Male,64.0,1.83,187,155.0,74.0,1.79,406.0,Yoga,27.7,1.5,3.0,,31.31,synthetic,100.0,0.47426081922016333
54.0,Male,47.2,1.75,160,134.0,68.0,1.18,1001.0,Yoga,23.9,1.9,4.0,1.0,20.0,synthetic,36.38391925608383,0.4950257716243513
53.0,Male,95.5,1.52,164,169.0,52.0,1.31,1009.0,Yoga,21.8,1.9,,3.0,12.32,synthetic,100.0,0.7991315081691597
33.0,Female,40.0,1.79,194,162.0,60.0,1.39,1012.0,Cardio,23.7,2.8,4.0,,13.81,synthetic,100.0,-0.9819094128592829
52.0,Female,81.1,1.74,184,168.0,74.0,,1080.0,,23.6,3.4,5.0,1.0,12.32,synthetic,29.558859978858074,0.08029248855360821
51.0,Female,72.1,,162,160.0,70.0,1.21,1186.0,Cardio,17.6,3.2,3.0,2.0,12.66,synthetic,48.37207093927706,0.20596337331384068
47.0,Male,100.5,1.56,185,133.0,64.0,0.87,872.0,Cardio,22.1,1.5,4.0,2.0,,synthetic,55.40919175395721,-0.6793425400831719
55.0,Female,129.9,1.89,177,157.0,66.0,0.81,1154.0,Cardio,15.2,2.4,4.0,2.0,20.1,synthetic,44.978125442185274,-0.9174175659143
28.0,Male,75.7,1.85,160,157.0,64.0,1.59,1179.0,,29.7,1.5,3.0,2.0,37.5,synthetic,38.658243454201255,0.9876165326207784
18.0,Female,69.0,1.66,196,141.0,56.0,1.46,1251.0,Yoga,25.7,2.4,4.0,2.0,18.23,synthetic,49.867864335284146,-0.118003299414357
19.0,Male,72.5,1.73,184,135.0,71.0,1.12,1392.0,HIIT,11.9,3.5,3.0,1.0,29.87,synthetic,15.409000846599815,0.2087742005693904
30.0,,50.8,1.81,196,132.0,74.0,1.28,794.0,Yoga,14.5,3.2,3.0,3.0,22.58,synthetic,65.05650625391488,-0.957660809462342
40.0,Female,68.2,1.5,197,153.0,71.0,1.24,484.0,Cardio,24.1,3.5,4.0,2.0,12.45,synthetic,29.376663412046895,-1.2754275732177551
49.0,Female,105.0,1.63,170,139.0,70.0,1.53,1065.0,Cardio,24.0,1.5,4.0,2.0,18.89,synthetic,53.08972237399831,-0.7555598195936883
57.0,Female,129.9,1.88,162,148.0,56.0,1.71,1233.0,Strength,24.0,1.8,3.0,1.0,,synthetic,49.12615421612916,-0.3992171099119976
27.0,Female,61.1,1.59,\t182,139.0,68.0,1.09,669.0,Yoga,16.7,1.5,3.0,2.0,12.32,synthetic,57.84604287898024,-1.151376005453879
27.0,Male,,1.81,176,169.0,64.0,1.37,1783.0,Yoga,28.5,1.5,3.0,3.0,16.6,synthetic,74.80739620265605,-0.3078758469203064
50.0,Male,62.5,1.67,172,121.0,56.0,1.14,1415.0,Cardio,20.9,2.5,5.0,2.0,28.47,synthetic,52.166091707917325,-1.6508041504548001
59.0,Male,62.4,1.71,197,,74.0,1.47,705.0,Cardio,32.0,2.4,4.0,2.0,19.22,synthetic,55.22465892812046,-1.1960379379758979
26.0,Male,72.4,1.68,196,169.0,53.0,2.0,1082.0,HIIT,29.8,2.5,2.0,3.0,21.68,synthetic,75.4711911517521,0.23672899862150015
55.0,Female,93.1,1.82,172,148.0,60.0,1.22,1039.0,HIIT,17.3,2.6,4.0,1.0,20.51,synthetic,18.191871846911553,0.18303241622231536
48.0,Female,122.3,1.71,183,120.0,63.0,0.79,992.0,,10.0,2.6,4.0,1.0,18.9,synthetic,41.143216946688725,-0.6135014123094931
29.0,Female,70.8,1.85,160,142.0,52.0,1.5,1624.0,\tYoga,14.2,3.5,2.0,3.0,15.46,synthetic,77.15381315441245,-1.1142114472615625
52.0,Male,51.5,1.6,184,162.0,65.0,1.46,1339.0,Cardio,25.2,3.2,4.0,3.0,12.32,synthetic,87.18185725707934,-1.1219228412208089
18.0,Female,57.1,1.61,198,129.0,66.0,0.94,1064.0,Cardio,31.7,2.4,2.0,3.0,19.32,synthetic,74.38475738809727,-0.5986145967530513
36.0,Female,64.4,1.97,166,153.0,59.0,1.45,1132.0,HIIT,27.9,2.9,3.0,1.0,23.33,synthetic,25.1961665769399,0.21561479331623318
52.0,Male,63.0,1.72,184,131.0,54.0,1.48,804.0,Cardio,21.5,1.5,4.0,3.0,34.06,synthetic,73.1386123596682,0.4425965530754597
29.0,Male,77.2,1.89,192,152.0,58.0,2.0,858.0,HIIT,25.6,3.2,3.0,2.0,19.23,synthetic,55.91814133741378,-0.6972253883855752
18.0,Female,40.0,1.66,190,147.0,50.0,1.6,1287.0,Cardio,27.6,1.9,5.0,3.0,22.99,synthetic,81.45959289058976,-1.2227939407878272
30.0,Female,76.3,2.0,193,132.0,59.0,1.11,548.0,HIIT,34.9,3.2,3.0,1.0,17.54,synthetic,19.26398227103099,-0.08572508970693332
29.0,Female,71.2,1.8,176,139.0,68.0,1.4,354.0,Cardio,10.0,3.4,2.0,3.0,31.75,synthetic,60.89356295261987,-0.9588279765006795
55.0,Male,104.9,1.56,187,155.0,58.0,0.87,1260.0,\nStrength,27.8,3.5,3.0,1.0,12.68,synthetic,40.49020151495188,-0.714602111088962
34.0,Female,102.1,1.53,178,152.0,50.0,2.0,1783.0,Strength,26.5,2.1,3.0,1.0,38.34,synthetic,0.0,0.76022087234963
31.0,Female,63.6,1.57,165,169.0,74.0,1.09,1148.0,Strength,15.1,3.4,4.0,1.0,13.15,synthetic,15.3247473424756,0.3616923428526145
26.0,Male,68.6,1.7,172,167.0,57.0,1.32,501.0,Yoga,25.4,1.5,3.0,2.0,18.29,synthetic,51.647608412365166,-0.17362055019883862
33.0,Male,46.0,1.71,163,145.0,54.0,1.29,671.0,Yoga,21.4,3.1,2.0,3.0,14.68,synthetic,70.50887701856018,-1.3175352008901784
39.0,Female,88.6,1.8,181,158.0,71.0,1.29,1296.0,Strength,24.3,2.8,4.0,1.0,,synthetic,31.733416643704082,-0.13088274602347286
36.0,Male,79.7,1.75,168,132.0,74.0,1.67,445.0,Strength,23.9,3.4,4.0,2.0,25.28,synthetic,57.019531979085,0.5501258326300211
33.0,Female,108.7,1.75,199,131.0,74.0,0.86,1080.0,Yoga,24.1,1.9,3.0,1.0,16.46,synthetic,22.767977453651948,-0.6005069326124285
45.0,Female,61.4,1.76,194,120.0,68.0,1.22,909.0,Strength,21.4,2.8,2.0,1.0,21.75,synthetic,34.898634386020824,0.7808912719893721
21.0,Female,69.2,1.87,168,127.0,68.0,1.47,1275.0,Yoga,24.1,2.9,5.0,3.0,14.59,synthetic,68.99096021523485,0.7341962316145656
52.0,Male,67.4,1.72,160,134.0,51.0,1.49,1307.0,Strength,17.0,2.6,2.0,2.0,15.39,synthetic,36.71502975219754,1.0309862657147788
29.0,Female,40.0,1.64,178,130.0,69.0,1.15,1093.0,HIIT,27.4,3.4,3.0,2.0,14.89,synthetic,48.96745239850953,-0.05580549877491764
47.0,Female,46.0,1.58,172,147.0,72.0,1.37,1098.0,Strength,28.5,3.7,2.0,3.0,15.45,synthetic,53.568111888458326,0.16991335984480982
34.0,Male,89.1,1.78,174,120.0,51.0,1.52,574.0,Cardio,27.6,1.5,4.0,2.0,20.61,synthetic,53.241455955679285,0.8313498306648719
57.0,Male,70.4,1.72,181,161.0,57.0,1.3,983.0,Yoga,29.9,3.6,3.0,2.0,22.21,synthetic,66.61470165728018,0.05791514965518052
24.0,Male,65.7,1.84,165,146.0,74.0,1.59,954.0,Cardio,17.8,2.8,5.0,2.0,16.06,synthetic,60.20886488295962,-0.7009872862321702
26.0,Male,82.2,1.69,189,139.0,70.0,1.45,1184.0,Yoga,10.0,2.5,5.0,2.0,18.01,synthetic,62.30700905718683,-0.658834269222289
32.0,,52.2,1.73,196,134.0,74.0,2.0,684.0,Strength,27.4,2.0,3.0,1.0,21.27,synthetic,12.398352348274198,-0.10915603698100865
54.0,Male,128.7,1.91,192,,58.0,1.97,1049.0,Cardio,22.9,2.7,4.0,2.0,23.32,synthetic,48.83638591960523,-1.3324491375569751
18.0,Female,,1.64,196,169.0,74.0,0.9,921.0,Strength,25.8,3.3,5.0,2.0,20.03,synthetic,56.24803619676063,-0.4146071322913541
18.0,Female,110.3,1.76,168,169.0,55.0,1.86,1391.0,Strength,33.0,3.5,5.0,3.0,16.38,synthetic,81.82284903243766,0.577237694584203
54.0,Male,42.7,1.72,191,153.0,74.0,2.0,987.0,Yoga,13.6,1.5,5.0,2.0,19.11,synthetic,72.81643795003768,-2.053003080932225
35.0,Female,98.0,1.59,179,141.0,62.0,1.04,729.0,Cardio,14.2,1.5,3.0,1.0,18.32,synthetic,30.576910607251246,0.927585681435612
37.0,Female,94.5,1.84,160,158.0,61.0,1.2,1063.0,HIIT,26.6,2.6,3.0,2.0,12.32,synthetic,38.88542043062968,0.5978993749625277
30.0,Female,57.6,1.66,169,160.0,67.0,1.86,1332.0,Yoga,30.9,2.7,4.0,2.0,30.42,synthetic,49.33504778432005,-0.6678116926643811
31.0,Male,40.0,1.74,194,155.0,68.0,1.4,716.0,HIIT,30.6,1.5,4.0,3.0,20.16,synthetic,84.98221748496785,0.13471266229744772
28.0,Male,40.3,1.69,166,169.0,69.0,0.5,864.0,Cardio,24.9,2.6,3.0,3.0,20.42,synthetic,86.40149038521267,-0.2974818184749387
53.0,Male,60.8,1.66,199,121.0,69.0,1.12,926.0,Strength,26.5,3.6,4.0,1.0,12.32,synthetic,45.805406865683736,0.6839922947509465
56.0,Male,72.0,1.77,191,168.0,62.0,1.55,1144.0,Cardio,30.0,2.7,2.0,2.0,23.34,synthetic,34.84905808172131,0.48614651421595295
44.0,Male,94.4,1.75,163,154.0,58.0,1.66,881.0,HIIT,24.1,2.9,3.0,3.0,12.32,synthetic,66.89142488789662,-1.4200565785464074
38.0,Male,71.0,1.84,190,120.0,53.0,1.93,1700.0,Cardio,24.7,3.1,,3.0,21.97,synthetic,100.0,0.16980993077134143
34.0,Female,77.9,1.87,183,169.0,59.0,1.28,691.0,,24.0,3.4,2.0,1.0,15.67,synthetic,17.659801408930186,-0.4645022829145981
48.0,Male,52.6,1.63,182,129.0,54.0,2.0,1310.0,Strength,25.1,1.5,,1.0,14.53,synthetic,100.0,-0.23373394358552008
48.0,Female,62.9,1.67,198,164.0,64.0,0.84,1098.0,HIIT,24.5,3.3,5.0,1.0,24.26,synthetic,44.87334516589102,-0.8825375207758523
33.0,Male,59.6,1.6,187,127.0,69.0,1.41,573.0,\tCardio,22.7,2.2,3.0,1.0,21.54,synthetic,24.24048976357477,1.0985096552966682
46.0,Female,50.0,1.5,182,149.0,64.0,1.44,929.0,Cardio,23.8,3.3,2.0,3.0,16.09,synthetic,66.80152476745155,0.5320494559220608
32.0,Female,104.3,1.83,160,,64.0,1.83,1122.0,Yoga,22.1,2.8,4.0,2.0,16.99,synthetic,56.51757992248741,-0.8918169311783739
36.0,Female,61.2,1.93,166,145.0,55.0,0.77,1015.0,HIIT,18.8,1.5,4.0,2.0,12.32,synthetic,46.64857098369977,-1.3676884855281861
36.0,Female,82.5,1.66,166,134.0,50.0,0.95,640.0,Yoga,11.2,3.4,5.0,2.0,21.01,synthetic,80.89538721694774,-0.6085381047822787
57.0,Female,58.3,1.73,164,132.0,50.0,1.48,492.0,HIIT,27.7,3.6,3.0,1.0,19.23,synthetic,8.923389728819412,0.04760211687304461
45.0,Male,61.6,1.95,176,,64.0,1.12,1049.0,Strength,25.1,2.4,4.0,1.0,30.72,synthetic,23.267405788957248,-0.10783532484302158
44.0,Male,64.2,1.7,,139.0,62.0,1.3,1201.0,Yoga,23.2,3.3,2.0,2.0,15.79,synthetic,65.2360621922964,0.7025062598145948
31.0,Male,53.0,1.83,182,149.0,55.0,1.33,821.0,Strength,23.6,3.4,4.0,3.0,22.89,synthetic,80.06799844559998,0.3319357777446819
50.0,Female,69.6,1.9,172,127.0,74.0,,303.0,Strength,26.2,1.5,3.0,1.0,29.91,synthetic,15.734609649985053,0.4756552206023255
38.0,Female,81.1,1.92,190,125.0,61.0,1.18,690.0,Yoga,26.1,3.1,4.0,3.0,17.99,synthetic,76.42554577189573,-0.038515679511650136
49.0,Female,65.7,1.77,182,139.0,74.0,1.18,744.0,HIIT,26.8,3.1,2.0,2.0,23.0,synthetic,43.19608318237592,-1.4114389841687922
21.0,Male,81.8,1.83,182,163.0,53.0,2.0,1159.0,Cardio,29.2,2.7,4.0,1.0,22.27,synthetic,43.728484746765304,-0.45655882491752114
28.0,Female,91.2,1.77,164,162.0,55.0,1.28,648.0,Strength,25.4,3.3,2.0,2.0,18.88,synthetic,22.88138088670493,0.5480717919269325
52.0,Female,98.5,1.96,183,169.0,50.0,1.98,1515.0,Strength,,2.2,5.0,1.0,35.08,synthetic,35.214337012963256,-0.34121834281971686
22.0,Male,88.9,1.6,182,148.0,74.0,1.39,1386.0,HIIT,28.9,2.5,3.0,3.0,32.24,synthetic,49.90042847549855,0.10247229489899745
43.0,Male,88.5,1.72,185,131.0,67.0,1.48,1140.0,Cardio,23.6,3.3,4.0,1.0,28.7,synthetic,21.783476707655854,-0.5549986521969065
46.0,Male,85.9,1.7,180,148.0,66.0,1.77,1088.0,HIIT,13.8,3.4,2.0,2.0,21.8,synthetic,40.707555797013384,-1.123849478833476
18.0,Male,56.5,1.86,193,129.0,54.0,1.4,901.0,HIIT,20.6,3.5,4.0,2.0,13.7,synthetic,60.8855326977072,-0.39867525123688835
43.0,Female,65.2,1.97,184,121.0,72.0,1.1,594.0,HIIT,23.2,,3.0,2.0,17.03,synthetic,34.01875648116253,-0.05276204557387684
18.0,Male,71.9,1.54,170,121.0,59.0,1.48,658.0,HIIT,18.9,2.6,4.0,2.0,24.65,synthetic,59.62172666081943,-0.8245501755691549
44.0,Male,66.8,1.72,191,136.0,68.0,1.34,1239.0,Cardio,31.5,2.8,4.0,2.0,22.21,synthetic,75.24309623286852,-0.4885689958853348
55.0,Female,46.3,1.7,187,139.0,52.0,2.0,1130.0,Cardio,27.3,1.5,3.0,1.0,32.94,synthetic,0.0,-1.0515705935887862
36.0,Male,93.2,1.63,,153.0,55.0,1.21,389.0,Cardio,25.8,1.5,3.0,2.0,24.94,synthetic,51.89706167610396,0.5953959340512769
57.0,Male,72.4,1.65,168,162.0,56.0,1.71,1140.0,Yoga,10.9,2.5,4.0,1.0,28.3,synthetic,18.430178222033906,-0.5355646060704272
41.0,Male,70.7,1.81,191,134.0,62.0,1.53,1381.0,Cardio,30.3,3.3,2.0,2.0,23.32,synthetic,49.25887206193036,0.8622044361009464
52.0,Female,45.0,1.75,196,143.0,74.0,2.0,926.0,Yoga,22.0,2.4,3.0,1.0,38.8,synthetic,4.4914777741575245,0.9229982804327268
18.0,Female,74.8,1.83,165,144.0,63.0,1.66,1174.0,Cardio,22.9,3.1,2.0,2.0,15.29,synthetic,38.5851309095569,-0.364836771777395
31.0,Female,61.1,1.69,190,123.0,64.0,0.62,1227.0,HIIT,23.8,3.6,2.0,3.0,19.83,synthetic,74.87872284871074,-1.1067589860378797
34.0,Female,44.3,1.76,180,129.0,58.0,1.85,494.0,Strength,25.8,3.2,4.0,3.0,16.48,synthetic,98.04348109786743,-1.9687183021866699
20.0,Female,96.2,1.59,170,142.0,52.0,1.57,1305.0,Strength,10.2,2.8,,1.0,21.72,synthetic,100.0,-1.4776296584214332
47.0,Male,69.7,1.83,184,121.0,70.0,1.02,747.0,HIIT,30.2,1.9,5.0,1.0,20.78,synthetic,42.19757942148182,-1.3990678599189281
33.0,Male,41.9,1.59,166,165.0,50.0,2.0,898.0,Strength,24.6,3.2,3.0,2.0,14.53,synthetic,37.06727042128836,0.8027757019692037
47.0,Female,52.9,1.67,180,142.0,72.0,1.11,770.0,\tCardio,22.9,1.5,3.0,2.0,30.5,synthetic,32.18563623181991,-0.20734033021844311
58.0,Male,94.6,1.57,191,152.0,74.0,0.78,674.0,Cardio,10.2,3.3,,1.0,22.94,synthetic,100.0,0.011683619273590296
47.0,Male,70.5,1.67,166,168.0,58.0,1.74,898.0,Strength,30.0,3.2,3.0,2.0,46.78,synthetic,32.17116028535965,-2.0763368071481008
27.0,Female,40.0,1.76,192,169.0,56.0,2.0,602.0,HIIT,28.0,3.4,3.0,3.0,31.97,synthetic,68.1011334878566,-1.2583731433738092
51.0,Male,51.6,1.83,194,161.0,67.0,2.0,1057.0,Yoga,27.6,2.2,3.0,1.0,24.12,synthetic,21.869419694768457,0.40966382115702965
